"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lumensyvyys maksimi [cm]","Sademäärä maksimi [mm]","Ilman lämpötila maksimi [°C]"
"Espoo Tapiola","2024","5","12","12:00","0","0","13.2"
"Espoo Tapiola","2024","5","12","13:00","0","0","13.2"
"Espoo Tapiola","2024","5","12","14:00","0","0","13.3"
"Espoo Tapiola","2024","5","12","15:00","0","0","13.6"
"Espoo Tapiola","2024","5","12","16:00","0","0","13.5"
"Espoo Tapiola","2024","5","12","17:00","0","0","14.8"
"Espoo Tapiola","2024","5","12","18:00","0","0","14.9"
"Espoo Tapiola","2024","5","12","19:00","0","0","14.5"
"Espoo Tapiola","2024","5","12","20:00","0","0","14.7"
"Espoo Tapiola","2024","5","12","21:00","0","0","14"
"Espoo Tapiola","2024","5","12","22:00","0","0","12.3"
"Espoo Tapiola","2024","5","12","23:00","0","0","12.1"
"Espoo Tapiola","2024","5","13","00:00","0","0","11.5"
"Espoo Tapiola","2024","5","13","01:00","0","0","11.1"
"Espoo Tapiola","2024","5","13","02:00","0","0","10.8"
"Espoo Tapiola","2024","5","13","03:00","0","0","10.5"
"Espoo Tapiola","2024","5","13","04:00","0","0","10.4"
"Espoo Tapiola","2024","5","13","05:00","0","0","10"
"Espoo Tapiola","2024","5","13","06:00","0","0","9.7"
"Espoo Tapiola","2024","5","13","07:00","0","0","9.9"
"Espoo Tapiola","2024","5","13","08:00","0","0","10.6"
"Espoo Tapiola","2024","5","13","09:00","0","0","12"
"Espoo Tapiola","2024","5","13","10:00","0","0","13.3"
"Espoo Tapiola","2024","5","13","11:00","0","0","13.6"
"Espoo Tapiola","2024","5","13","12:00","0","0","16.4"
"Espoo Tapiola","2024","5","13","13:00","0","0","16.8"
"Espoo Tapiola","2024","5","13","14:00","0","0","17.3"
"Espoo Tapiola","2024","5","13","15:00","0","0","17.3"
"Espoo Tapiola","2024","5","13","16:00","0","0","16"
"Espoo Tapiola","2024","5","13","17:00","0","0","18.1"
"Espoo Tapiola","2024","5","13","18:00","0","0","18.1"
"Espoo Tapiola","2024","5","13","19:00","0","0","15.3"
"Espoo Tapiola","2024","5","13","20:00","0","0","12.7"
"Espoo Tapiola","2024","5","13","21:00","0","0","11.1"
"Espoo Tapiola","2024","5","13","22:00","0","0","10.4"
"Espoo Tapiola","2024","5","13","23:00","0","0","9.2"
"Espoo Tapiola","2024","5","14","00:00","0","0","9.1"
"Espoo Tapiola","2024","5","14","01:00","0","0","9.3"
"Espoo Tapiola","2024","5","14","02:00","0","0","9.4"
"Espoo Tapiola","2024","5","14","03:00","0","0","9.3"
"Espoo Tapiola","2024","5","14","04:00","0","0","9.2"
"Espoo Tapiola","2024","5","14","05:00","0","0","9.3"
"Espoo Tapiola","2024","5","14","06:00","0","0","9.4"
"Espoo Tapiola","2024","5","14","07:00","0","0","10.7"
"Espoo Tapiola","2024","5","14","08:00","0","0","11.9"
"Espoo Tapiola","2024","5","14","09:00","0","0","13.5"
"Espoo Tapiola","2024","5","14","10:00","0","0","15.3"
"Espoo Tapiola","2024","5","14","11:00","0","0","15.7"
"Espoo Tapiola","2024","5","14","12:00","0","0","14.7"
"Espoo Tapiola","2024","5","14","13:00","0","0","14.5"
"Espoo Tapiola","2024","5","14","14:00","0","0","13.5"
"Espoo Tapiola","2024","5","14","15:00","-1","0","13.1"
"Espoo Tapiola","2024","5","14","16:00","-1","0","13"
"Espoo Tapiola","2024","5","14","17:00","-1","0","13.4"
"Espoo Tapiola","2024","5","14","18:00","-1","0","13"
"Espoo Tapiola","2024","5","14","19:00","-1","0","11.5"
"Espoo Tapiola","2024","5","14","20:00","-1","0","11.2"
"Espoo Tapiola","2024","5","14","21:00","-1","0","10.5"
"Espoo Tapiola","2024","5","14","22:00","-1","0","9.7"
"Espoo Tapiola","2024","5","14","23:00","-1","0","8.4"
"Espoo Tapiola","2024","5","15","00:00","-1","0","7.5"
"Espoo Tapiola","2024","5","15","01:00","-1","0","7"
"Espoo Tapiola","2024","5","15","02:00","-1","0","6.5"
"Espoo Tapiola","2024","5","15","03:00","-1","0","6.2"
"Espoo Tapiola","2024","5","15","04:00","-1","0","5.7"
"Espoo Tapiola","2024","5","15","05:00","-1","0","5.8"
"Espoo Tapiola","2024","5","15","06:00","-1","0","5.9"
"Espoo Tapiola","2024","5","15","07:00","-1","0","9"
"Espoo Tapiola","2024","5","15","08:00","-1","0","13.2"
"Espoo Tapiola","2024","5","15","09:00","-1","0","15.9"
"Espoo Tapiola","2024","5","15","10:00","-1","0","17.7"
"Espoo Tapiola","2024","5","15","11:00","-1","0","19.5"
"Espoo Tapiola","2024","5","15","12:00","-1","0","20.3"
"Espoo Tapiola","2024","5","15","13:00","-1","0","21.6"
"Espoo Tapiola","2024","5","15","14:00","-1","0","21.4"
"Espoo Tapiola","2024","5","15","15:00","-1","0","21.9"
"Espoo Tapiola","2024","5","15","16:00","-1","0","22.6"
"Espoo Tapiola","2024","5","15","17:00","-1","0","22.2"
"Espoo Tapiola","2024","5","15","18:00","-1","0","22"
"Espoo Tapiola","2024","5","15","19:00","-1","0","21.2"
"Espoo Tapiola","2024","5","15","20:00","-1","0","20.9"
"Espoo Tapiola","2024","5","15","21:00","-1","0","20.1"
"Espoo Tapiola","2024","5","15","22:00","-1","0","19.2"
"Espoo Tapiola","2024","5","15","23:00","-1","0","17.1"
"Espoo Tapiola","2024","5","16","00:00","-1","0","15.4"
"Espoo Tapiola","2024","5","16","01:00","-1","0","14.5"
"Espoo Tapiola","2024","5","16","02:00","-1","0","13"
"Espoo Tapiola","2024","5","16","03:00","-1","0","10.5"
"Espoo Tapiola","2024","5","16","04:00","-1","0","10"
"Espoo Tapiola","2024","5","16","05:00","-1","0","9"
"Espoo Tapiola","2024","5","16","06:00","-1","0","10"
"Espoo Tapiola","2024","5","16","07:00","-1","0","12.6"
"Espoo Tapiola","2024","5","16","08:00","-1","0","15.3"
"Espoo Tapiola","2024","5","16","09:00","-1","0","17.8"
"Espoo Tapiola","2024","5","16","10:00","-1","0","19.7"
"Espoo Tapiola","2024","5","16","11:00","-1","0","21.2"
"Espoo Tapiola","2024","5","16","12:00","-1","0","22.2"
"Espoo Tapiola","2024","5","16","13:00","-1","0","23.3"
"Espoo Tapiola","2024","5","16","14:00","-1","0","24.3"
"Espoo Tapiola","2024","5","16","15:00","-1","0","24.7"
"Espoo Tapiola","2024","5","16","16:00","-1","0","25.2"
"Espoo Tapiola","2024","5","16","17:00","-1","0","25.1"
"Espoo Tapiola","2024","5","16","18:00","-1","0","24.9"
"Espoo Tapiola","2024","5","16","19:00","-1","0","24.7"
"Espoo Tapiola","2024","5","16","20:00","-1","0","24"
"Espoo Tapiola","2024","5","16","21:00","-1","0","22.9"
"Espoo Tapiola","2024","5","16","22:00","-1","0","21.6"
"Espoo Tapiola","2024","5","16","23:00","-1","0","20.1"
"Espoo Tapiola","2024","5","17","00:00","-1","0","18.5"
"Espoo Tapiola","2024","5","17","01:00","-1","0","17.4"
"Espoo Tapiola","2024","5","17","02:00","-1","0","16.6"
"Espoo Tapiola","2024","5","17","03:00","-1","0","15.5"
"Espoo Tapiola","2024","5","17","04:00","-1","0","14.4"
"Espoo Tapiola","2024","5","17","05:00","-1","0","13.8"
"Espoo Tapiola","2024","5","17","06:00","-1","0","13.4"
"Espoo Tapiola","2024","5","17","07:00","-1","0","14.7"
"Espoo Tapiola","2024","5","17","08:00","-1","0","16"
"Espoo Tapiola","2024","5","17","09:00","-1","0","18"
"Espoo Tapiola","2024","5","17","10:00","-1","0","20.4"
"Espoo Tapiola","2024","5","17","11:00","-1","0","21.7"
"Espoo Tapiola","2024","5","17","12:00","-1","0","19.7"
"Espoo Tapiola","2024","5","17","13:00","-1","0","19.3"
"Espoo Tapiola","2024","5","17","14:00","-1","0","18.7"
"Espoo Tapiola","2024","5","17","15:00","-1","0","19.8"
"Espoo Tapiola","2024","5","17","16:00","-1","0","20"
"Espoo Tapiola","2024","5","17","17:00","-1","0","20.2"
"Espoo Tapiola","2024","5","17","18:00","-1","0","18.7"
"Espoo Tapiola","2024","5","17","19:00","-1","0","17.4"
"Espoo Tapiola","2024","5","17","20:00","-1","0","17.5"
"Espoo Tapiola","2024","5","17","21:00","-1","0","17.1"
"Espoo Tapiola","2024","5","17","22:00","-1","0","15.3"
"Espoo Tapiola","2024","5","17","23:00","-1","0","12.9"
"Espoo Tapiola","2024","5","18","00:00","-1","0","11.1"
"Espoo Tapiola","2024","5","18","01:00","-1","0","10.1"
"Espoo Tapiola","2024","5","18","02:00","-1","0","9.1"
"Espoo Tapiola","2024","5","18","03:00","-1","0","8.4"
"Espoo Tapiola","2024","5","18","04:00","-1","0","7.7"
"Espoo Tapiola","2024","5","18","05:00","-1","0","7.2"
"Espoo Tapiola","2024","5","18","06:00","-1","0","7"
"Espoo Tapiola","2024","5","18","07:00","-1","0","10.1"
"Espoo Tapiola","2024","5","18","08:00","-1","0","14.2"
"Espoo Tapiola","2024","5","18","09:00","-1","0","15"
"Espoo Tapiola","2024","5","18","10:00","-1","0","16.1"
"Espoo Tapiola","2024","5","18","11:00","-1","0","17"
"Espoo Tapiola","2024","5","18","12:00","-1","0","17.3"
"Espoo Tapiola","2024","5","18","13:00","-1","0","17.3"
"Espoo Tapiola","2024","5","18","14:00","-1","0","18"
"Espoo Tapiola","2024","5","18","15:00","-1","0","18.5"
"Espoo Tapiola","2024","5","18","16:00","-1","0","18.4"
"Espoo Tapiola","2024","5","18","17:00","-1","0","18.3"
"Espoo Tapiola","2024","5","18","18:00","-1","0","18.7"
"Espoo Tapiola","2024","5","18","19:00","-1","0","17.7"
"Espoo Tapiola","2024","5","18","20:00","-1","0","17.3"
"Espoo Tapiola","2024","5","18","21:00","-1","0","16.8"
"Espoo Tapiola","2024","5","18","22:00","-1","0","15.2"
"Espoo Tapiola","2024","5","18","23:00","-1","0","12.4"
"Espoo Tapiola","2024","5","19","00:00","-1","0","10.8"
"Espoo Tapiola","2024","5","19","01:00","-1","0","9.9"
"Espoo Tapiola","2024","5","19","02:00","-1","0","8.9"
"Espoo Tapiola","2024","5","19","03:00","-1","0","8.3"
"Espoo Tapiola","2024","5","19","04:00","-1","0","8"
"Espoo Tapiola","2024","5","19","05:00","-1","0","7.3"
"Espoo Tapiola","2024","5","19","06:00","-1","0","7.3"
"Espoo Tapiola","2024","5","19","07:00","-1","0","10"
"Espoo Tapiola","2024","5","19","08:00","-1","0","15.1"
"Espoo Tapiola","2024","5","19","09:00","-1","0","18.5"
"Espoo Tapiola","2024","5","19","10:00","-1","0","18.7"
"Espoo Tapiola","2024","5","19","11:00","-1","0","19.8"
"Espoo Tapiola","2024","5","19","12:00","-1","0","20.7"
"Espoo Tapiola","2024","5","19","13:00","-1","0","21.5"
"Espoo Tapiola","2024","5","19","14:00","-1","0","21"
"Espoo Tapiola","2024","5","19","15:00","-1","0","22.2"
"Espoo Tapiola","2024","5","19","16:00","-1","0","22.6"
"Espoo Tapiola","2024","5","19","17:00","-1","0","22.6"
"Espoo Tapiola","2024","5","19","18:00","-1","0","22.1"
"Espoo Tapiola","2024","5","19","19:00","-1","0","21.8"
"Espoo Tapiola","2024","5","19","20:00","-1","0","21.8"
"Espoo Tapiola","2024","5","19","21:00","-1","0","21.2"
"Espoo Tapiola","2024","5","19","22:00","-1","0","20.1"
"Espoo Tapiola","2024","5","19","23:00","-1","0","17.5"
"Espoo Tapiola","2024","5","20","00:00","-1","0","16.6"
"Espoo Tapiola","2024","5","20","01:00","-1","0","15.9"
"Espoo Tapiola","2024","5","20","02:00","-1","0","15.1"
"Espoo Tapiola","2024","5","20","03:00","-1","0","14.3"
"Espoo Tapiola","2024","5","20","04:00","-1","0","12.9"
"Espoo Tapiola","2024","5","20","05:00","-1","0","13.1"
"Espoo Tapiola","2024","5","20","06:00","-1","0","12.5"
"Espoo Tapiola","2024","5","20","07:00","-1","0","13"
"Espoo Tapiola","2024","5","20","08:00","-1","0","13.2"
"Espoo Tapiola","2024","5","20","09:00","-1","0","12.8"
"Espoo Tapiola","2024","5","20","10:00","-1","0","13.2"
"Espoo Tapiola","2024","5","20","11:00","-1","0","13.8"
"Espoo Tapiola","2024","5","20","12:00","-1","0","15.5"
"Espoo Tapiola","2024","5","20","13:00","-1","0","17.3"
"Espoo Tapiola","2024","5","20","14:00","-1","0","18.6"
"Espoo Tapiola","2024","5","20","15:00","-1","0","19.1"
"Espoo Tapiola","2024","5","20","16:00","-1","0","19.7"
"Espoo Tapiola","2024","5","20","17:00","-1","-","20"
"Espoo Tapiola","2024","5","20","18:00","-1","0","19.1"
"Espoo Tapiola","2024","5","20","19:00","-1","0","18.7"
"Espoo Tapiola","2024","5","20","20:00","-1","0","18.4"
"Espoo Tapiola","2024","5","20","21:00","-1","0","17.5"
"Espoo Tapiola","2024","5","20","22:00","-1","0","16.6"
"Espoo Tapiola","2024","5","20","23:00","-1","0","13.1"
"Espoo Tapiola","2024","5","21","00:00","-1","0","10.7"
"Espoo Tapiola","2024","5","21","01:00","-1","0","8.9"
"Espoo Tapiola","2024","5","21","02:00","-1","0","7.5"
"Espoo Tapiola","2024","5","21","03:00","-1","0","6.5"
"Espoo Tapiola","2024","5","21","04:00","-1","0","6.1"
"Espoo Tapiola","2024","5","21","05:00","-1","0","7.5"
"Espoo Tapiola","2024","5","21","06:00","-1","0","8.4"
"Espoo Tapiola","2024","5","21","07:00","-1","0","9.7"
"Espoo Tapiola","2024","5","21","08:00","-1","0","11"
"Espoo Tapiola","2024","5","21","09:00","-1","0","12.4"
"Espoo Tapiola","2024","5","21","10:00","-1","0","14.9"
"Espoo Tapiola","2024","5","21","11:00","-1","0","15.7"
"Espoo Tapiola","2024","5","21","12:00","-1","0","15.8"
"Espoo Tapiola","2024","5","21","13:00","-1","0","16.3"
"Espoo Tapiola","2024","5","21","14:00","-1","0","15.7"
"Espoo Tapiola","2024","5","21","15:00","-1","0","14.9"
"Espoo Tapiola","2024","5","21","16:00","-1","0","15.9"
"Espoo Tapiola","2024","5","21","17:00","-1","0","16.8"
"Espoo Tapiola","2024","5","21","18:00","-1","0","16.9"
"Espoo Tapiola","2024","5","21","19:00","-1","0","15.7"
"Espoo Tapiola","2024","5","21","20:00","-1","0","14.7"
"Espoo Tapiola","2024","5","21","21:00","-1","0","13.9"
"Espoo Tapiola","2024","5","21","22:00","-1","0","13.2"
"Espoo Tapiola","2024","5","21","23:00","-1","0","10.2"
"Espoo Tapiola","2024","5","22","00:00","-1","0","8.3"
"Espoo Tapiola","2024","5","22","01:00","-1","0","7.1"
"Espoo Tapiola","2024","5","22","02:00","-1","0","6.1"
"Espoo Tapiola","2024","5","22","03:00","-1","0","5.5"
"Espoo Tapiola","2024","5","22","04:00","-1","0","4.9"
"Espoo Tapiola","2024","5","22","05:00","-1","0","4.8"
"Espoo Tapiola","2024","5","22","06:00","-1","0","5.8"
"Espoo Tapiola","2024","5","22","07:00","-1","0","8.5"
"Espoo Tapiola","2024","5","22","08:00","-1","0","13"
"Espoo Tapiola","2024","5","22","09:00","-1","0","13.8"
"Espoo Tapiola","2024","5","22","10:00","-1","0","16.3"
"Espoo Tapiola","2024","5","22","11:00","-1","0","16.7"
"Espoo Tapiola","2024","5","22","12:00","-1","0","16.4"
"Espoo Tapiola","2024","5","22","13:00","-1","0","17.5"
"Espoo Tapiola","2024","5","22","14:00","-1","0","18"
"Espoo Tapiola","2024","5","22","15:00","-1","0","18.1"
"Espoo Tapiola","2024","5","22","16:00","-1","0","19"
"Espoo Tapiola","2024","5","22","17:00","-1","0","19.1"
"Espoo Tapiola","2024","5","22","18:00","-1","0","18.4"
"Espoo Tapiola","2024","5","22","19:00","-1","0","17.6"
"Espoo Tapiola","2024","5","22","20:00","-1","0","17.4"
"Espoo Tapiola","2024","5","22","21:00","-1","0","16.6"
"Espoo Tapiola","2024","5","22","22:00","-1","0","15.3"
"Espoo Tapiola","2024","5","22","23:00","-1","0","12.5"
"Espoo Tapiola","2024","5","23","00:00","-1","0","10.8"
"Espoo Tapiola","2024","5","23","01:00","-1","0","10.4"
"Espoo Tapiola","2024","5","23","02:00","-1","0","9.5"
"Espoo Tapiola","2024","5","23","03:00","-1","0","8.6"
"Espoo Tapiola","2024","5","23","04:00","-1","0","7.6"
"Espoo Tapiola","2024","5","23","05:00","-1","0","8.1"
"Espoo Tapiola","2024","5","23","06:00","-1","0","11.1"
"Espoo Tapiola","2024","5","23","07:00","-1","0","13.7"
"Espoo Tapiola","2024","5","23","08:00","-1","0","15.9"
"Espoo Tapiola","2024","5","23","09:00","-1","0","17.1"
"Espoo Tapiola","2024","5","23","10:00","-1","0","19"
"Espoo Tapiola","2024","5","23","11:00","-1","0","20.1"
"Espoo Tapiola","2024","5","23","12:00","-1","0","20.2"
"Espoo Tapiola","2024","5","23","13:00","-1","0","20.9"
"Espoo Tapiola","2024","5","23","14:00","-1","0","21.2"
"Espoo Tapiola","2024","5","23","15:00","-1","0","21.3"
"Espoo Tapiola","2024","5","23","16:00","-1","0","21.4"
"Espoo Tapiola","2024","5","23","17:00","-1","0","21.7"
"Espoo Tapiola","2024","5","23","18:00","-1","0","21.3"
"Espoo Tapiola","2024","5","23","19:00","-1","0","20.6"
"Espoo Tapiola","2024","5","23","20:00","-1","0","20"
"Espoo Tapiola","2024","5","23","21:00","-1","0","19.6"
"Espoo Tapiola","2024","5","23","22:00","-1","0","18.5"
"Espoo Tapiola","2024","5","23","23:00","-1","0","16.5"
"Espoo Tapiola","2024","5","24","00:00","-1","0","15.6"
"Espoo Tapiola","2024","5","24","01:00","-1","0","14.7"
"Espoo Tapiola","2024","5","24","02:00","-1","0","13.1"
"Espoo Tapiola","2024","5","24","03:00","-1","0","11.8"
"Espoo Tapiola","2024","5","24","04:00","-1","0","10.7"
"Espoo Tapiola","2024","5","24","05:00","-1","0","9.9"
"Espoo Tapiola","2024","5","24","06:00","-1","0","10.2"
"Espoo Tapiola","2024","5","24","07:00","-1","0","14.6"
"Espoo Tapiola","2024","5","24","08:00","-1","0","15.6"
"Espoo Tapiola","2024","5","24","09:00","-1","0","16.3"
"Espoo Tapiola","2024","5","24","10:00","-1","0","17.9"
"Espoo Tapiola","2024","5","24","11:00","-1","0","19.6"
"Espoo Tapiola","2024","5","24","12:00","-1","0","19.7"
"Espoo Tapiola","2024","5","24","13:00","-1","0","21.7"
"Espoo Tapiola","2024","5","24","14:00","-1","0","22.3"
"Espoo Tapiola","2024","5","24","15:00","-1","0","23.7"
"Espoo Tapiola","2024","5","24","16:00","-1","0","24.3"
"Espoo Tapiola","2024","5","24","17:00","-1","0","24.3"
"Espoo Tapiola","2024","5","24","18:00","-1","0","24.1"
"Espoo Tapiola","2024","5","24","19:00","-1","0","22.3"
"Espoo Tapiola","2024","5","24","20:00","-1","0","22"
"Espoo Tapiola","2024","5","24","21:00","-1","0","20.3"
"Espoo Tapiola","2024","5","24","22:00","-1","0","19.5"
"Espoo Tapiola","2024","5","24","23:00","-1","0","17.4"
"Espoo Tapiola","2024","5","25","00:00","-1","0","16.3"
"Espoo Tapiola","2024","5","25","01:00","-1","0","15.5"
"Espoo Tapiola","2024","5","25","02:00","-1","0","14.8"
"Espoo Tapiola","2024","5","25","03:00","-1","0","13.8"
"Espoo Tapiola","2024","5","25","04:00","-1","0","12.8"
"Espoo Tapiola","2024","5","25","05:00","-1","0","12.6"
"Espoo Tapiola","2024","5","25","06:00","-1","0","13.2"
"Espoo Tapiola","2024","5","25","07:00","-1","0","13.9"
"Espoo Tapiola","2024","5","25","08:00","-1","0","18.3"
"Espoo Tapiola","2024","5","25","09:00","-1","0","19.8"
"Espoo Tapiola","2024","5","25","10:00","-1","0","23.2"
"Espoo Tapiola","2024","5","25","11:00","-1","0","23.8"
"Espoo Tapiola","2024","5","25","12:00","-1","0","23.1"
"Espoo Tapiola","2024","5","25","13:00","-1","0","24.8"
"Espoo Tapiola","2024","5","25","14:00","-1","0","25.5"
"Espoo Tapiola","2024","5","25","15:00","-1","0","22.9"
"Espoo Tapiola","2024","5","25","16:00","-1","0","21.8"
"Espoo Tapiola","2024","5","25","17:00","-1","0","21.7"
"Espoo Tapiola","2024","5","25","18:00","-1","0.2","19.8"
"Espoo Tapiola","2024","5","25","19:00","-1","0","20.7"
"Espoo Tapiola","2024","5","25","20:00","-1","0","20.7"
"Espoo Tapiola","2024","5","25","21:00","-1","0","20"
"Espoo Tapiola","2024","5","25","22:00","-1","0","18.9"
"Espoo Tapiola","2024","5","25","23:00","-1","0","17.3"
"Espoo Tapiola","2024","5","26","00:00","-1","0","15.5"
"Espoo Tapiola","2024","5","26","01:00","-1","0","14.9"
"Espoo Tapiola","2024","5","26","02:00","-1","0","14.1"
"Espoo Tapiola","2024","5","26","03:00","-1","0","13.5"
"Espoo Tapiola","2024","5","26","04:00","-1","0","13.3"
"Espoo Tapiola","2024","5","26","05:00","-1","0","13.8"
"Espoo Tapiola","2024","5","26","06:00","-1","0","15.2"
"Espoo Tapiola","2024","5","26","07:00","-1","0","16.4"
"Espoo Tapiola","2024","5","26","08:00","-1","0","17.8"
"Espoo Tapiola","2024","5","26","09:00","-1","0","19.9"
"Espoo Tapiola","2024","5","26","10:00","-1","0","21.8"
"Espoo Tapiola","2024","5","26","11:00","-1","0","22.5"
"Espoo Tapiola","2024","5","26","12:00","-1","0","19.6"
"Espoo Tapiola","2024","5","26","13:00","-1","0","20.6"
"Espoo Tapiola","2024","5","26","14:00","-1","0","21.9"
"Espoo Tapiola","2024","5","26","15:00","-1","0","23.4"
"Espoo Tapiola","2024","5","26","16:00","-1","0","22.5"
"Espoo Tapiola","2024","5","26","17:00","-1","0","22.1"
"Espoo Tapiola","2024","5","26","18:00","-1","0","21.3"
"Espoo Tapiola","2024","5","26","19:00","-1","0","19.7"
"Espoo Tapiola","2024","5","26","20:00","-1","0","20"
"Espoo Tapiola","2024","5","26","21:00","-1","0","19.5"
"Espoo Tapiola","2024","5","26","22:00","-1","0","18.6"
"Espoo Tapiola","2024","5","26","23:00","-1","0","17.3"
"Espoo Tapiola","2024","5","27","00:00","-1","0","16.5"
"Espoo Tapiola","2024","5","27","01:00","-1","0","15.5"
"Espoo Tapiola","2024","5","27","02:00","-1","0","14.8"
"Espoo Tapiola","2024","5","27","03:00","-1","0","13.9"
"Espoo Tapiola","2024","5","27","04:00","-1","0","13.3"
"Espoo Tapiola","2024","5","27","05:00","-1","0","12.6"
"Espoo Tapiola","2024","5","27","06:00","-1","0","13"
"Espoo Tapiola","2024","5","27","07:00","-1","0","15.3"
"Espoo Tapiola","2024","5","27","08:00","-1","0","17.4"
"Espoo Tapiola","2024","5","27","09:00","-1","0","18.6"
"Espoo Tapiola","2024","5","27","10:00","-1","0","21.5"
"Espoo Tapiola","2024","5","27","11:00","-1","0","21.4"
"Espoo Tapiola","2024","5","27","12:00","-1","0","20.8"
"Espoo Tapiola","2024","5","27","13:00","-1","0","21.5"
"Espoo Tapiola","2024","5","27","14:00","-1","0","22.1"
"Espoo Tapiola","2024","5","27","15:00","-1","0","23.8"
"Espoo Tapiola","2024","5","27","16:00","-1","0","23.4"
"Espoo Tapiola","2024","5","27","17:00","-1","0","19.8"
"Espoo Tapiola","2024","5","27","18:00","-1","0","22.8"
"Espoo Tapiola","2024","5","27","19:00","-1","0","22.4"
"Espoo Tapiola","2024","5","27","20:00","-1","0","22.4"
"Espoo Tapiola","2024","5","27","21:00","-1","0","22.4"
"Espoo Tapiola","2024","5","27","22:00","-1","0","21"
"Espoo Tapiola","2024","5","27","23:00","-1","0","17.8"
"Espoo Tapiola","2024","5","28","00:00","-1","0","15.8"
"Espoo Tapiola","2024","5","28","01:00","-1","0","14.7"
"Espoo Tapiola","2024","5","28","02:00","-1","0","13.8"
"Espoo Tapiola","2024","5","28","03:00","-1","0","13.3"
"Espoo Tapiola","2024","5","28","04:00","-1","0","12.8"
"Espoo Tapiola","2024","5","28","05:00","-1","0","12.6"
"Espoo Tapiola","2024","5","28","06:00","-1","0","12.7"
"Espoo Tapiola","2024","5","28","07:00","-1","0","14.8"
"Espoo Tapiola","2024","5","28","08:00","-1","0","17.8"
"Espoo Tapiola","2024","5","28","09:00","-1","0","18.7"
"Espoo Tapiola","2024","5","28","10:00","-1","0","20.6"
"Espoo Tapiola","2024","5","28","11:00","-1","0","22"
"Espoo Tapiola","2024","5","28","12:00","-1","0","22"
"Espoo Tapiola","2024","5","28","13:00","-1","0","22.5"
"Espoo Tapiola","2024","5","28","14:00","-1","0","24.5"
"Espoo Tapiola","2024","5","28","15:00","-1","0","25.3"
"Espoo Tapiola","2024","5","28","16:00","-1","0","25.1"
"Espoo Tapiola","2024","5","28","17:00","-1","0","25.6"
"Espoo Tapiola","2024","5","28","18:00","-1","0","25.8"
"Espoo Tapiola","2024","5","28","19:00","-1","0","23.3"
"Espoo Tapiola","2024","5","28","20:00","-1","0","22.9"
"Espoo Tapiola","2024","5","28","21:00","-1","0","21.7"
"Espoo Tapiola","2024","5","28","22:00","-1","0","20"
"Espoo Tapiola","2024","5","28","23:00","-1","0","17"
"Espoo Tapiola","2024","5","29","00:00","-1","0","15.2"
"Espoo Tapiola","2024","5","29","01:00","-1","0","13.9"
"Espoo Tapiola","2024","5","29","02:00","-1","0","13.1"
"Espoo Tapiola","2024","5","29","03:00","-1","0","12.4"
"Espoo Tapiola","2024","5","29","04:00","-1","0","12"
"Espoo Tapiola","2024","5","29","05:00","-1","0","11.6"
"Espoo Tapiola","2024","5","29","06:00","-1","0","12.5"
"Espoo Tapiola","2024","5","29","07:00","-1","0","14.8"
"Espoo Tapiola","2024","5","29","08:00","-1","0","18.2"
"Espoo Tapiola","2024","5","29","09:00","-1","0","20"
"Espoo Tapiola","2024","5","29","10:00","-1","0","22.6"
"Espoo Tapiola","2024","5","29","11:00","-1","0","22.5"
"Espoo Tapiola","2024","5","29","12:00","-1","0","21.5"
"Espoo Tapiola","2024","5","29","13:00","-1","0","22.9"
"Espoo Tapiola","2024","5","29","14:00","-1","0","22.6"
"Espoo Tapiola","2024","5","29","15:00","-1","0","23.6"
"Espoo Tapiola","2024","5","29","16:00","-1","0","24.8"
"Espoo Tapiola","2024","5","29","17:00","-1","0","24.9"
"Espoo Tapiola","2024","5","29","18:00","-1","0","22.1"
"Espoo Tapiola","2024","5","29","19:00","-1","0","20.8"
"Espoo Tapiola","2024","5","29","20:00","-1","0","20.7"
"Espoo Tapiola","2024","5","29","21:00","-1","0","20.4"
"Espoo Tapiola","2024","5","29","22:00","-1","0","20.1"
"Espoo Tapiola","2024","5","29","23:00","-1","0","18.8"
"Espoo Tapiola","2024","5","30","00:00","-1","0","17.3"
"Espoo Tapiola","2024","5","30","01:00","-1","0","16.2"
"Espoo Tapiola","2024","5","30","02:00","-1","0","15.9"
"Espoo Tapiola","2024","5","30","03:00","-1","0","15.6"
"Espoo Tapiola","2024","5","30","04:00","-1","0","15.2"
"Espoo Tapiola","2024","5","30","05:00","-1","0","15"
"Espoo Tapiola","2024","5","30","06:00","-1","0","16.1"
"Espoo Tapiola","2024","5","30","07:00","-1","0","17"
"Espoo Tapiola","2024","5","30","08:00","-1","0.08","17.3"
"Espoo Tapiola","2024","5","30","09:00","-1","0","18.6"
"Espoo Tapiola","2024","5","30","10:00","-1","0","19.7"
"Espoo Tapiola","2024","5","30","11:00","-1","0","22.1"
"Espoo Tapiola","2024","5","30","12:00","-1","0","21.5"
"Espoo Tapiola","2024","5","30","13:00","-1","0","23.2"
"Espoo Tapiola","2024","5","30","14:00","-1","0","23.4"
"Espoo Tapiola","2024","5","30","15:00","-1","0","23.6"
"Espoo Tapiola","2024","5","30","16:00","-1","0","23.6"
"Espoo Tapiola","2024","5","30","17:00","-1","0","23.7"
